name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangalore,2020-12-29,28.1,15,21.6,29.2,15,21.8,16.6,75.4,0,0,0,,,,,11.4,78.5,,53.2,5.7,230,19.9,9,,2020-12-29T06:40:45,2020-12-29T18:02:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-12-30,28.8,18.8,22.6,30.9,18.8,22.8,18.2,77.9,1.7,100,33.33,rain,,,,16.9,90.7,,57.6,5.7,231.5,19.9,8,,2020-12-30T06:41:09,2020-12-30T18:03:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2020-12-31,25,19,21.4,25,19,21.4,18.9,86.2,2.6,100,58.33,rain,,,,14.8,76.9,,77.8,4.6,225.8,19.5,8,,2020-12-31T06:41:33,2020-12-31T18:04:02,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-01,25.1,17.7,20.9,25.1,17.7,20.9,15.4,72.9,1.1,100,12.5,rain,,,,18.3,77.8,,48.2,5.2,242.2,20.9,9,,2021-01-01T06:41:57,2021-01-01T18:04:35,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-02,25,15,20.5,25,15,20.5,17.4,83.5,0.7,100,29.17,rain,,,,14.7,77,,66,4.3,234,20.1,8,,2021-01-02T06:42:19,2021-01-02T18:05:09,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-03,26,19,21.8,26,19,21.8,18.7,83.8,0.1,100,4.17,rain,,,,14.9,82.5,,74.8,6,231.3,20,8,,2021-01-03T06:42:41,2021-01-03T18:05:43,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-04,24,19,21.1,24,19,21.1,18.7,86.6,0,0,0,,,,,15.6,88.2,,82.7,4.5,232.7,20.1,8,,2021-01-04T06:43:02,2021-01-04T18:06:17,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-05,26.1,18,21.6,26.1,18,21.6,18.9,85.2,0.5,100,20.83,rain,,,,14.8,79.4,,69.8,6,167.9,14.4,6,,2021-01-05T06:43:22,2021-01-05T18:06:51,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-06,24.1,20,21.3,24.1,20,21.3,20.5,95.3,23.26,100,58.33,rain,,,,14.8,94.1,,88.9,4.2,191.4,16.5,8,,2021-01-06T06:43:41,2021-01-06T18:07:25,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-07,24.9,19,21.6,24.9,19,21.6,20.2,92.5,12.41,100,50,rain,,,,12,90.2,,82.9,5.7,139.8,12.2,7,,2021-01-07T06:43:59,2021-01-07T18:07:59,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-08,25.9,20,22.5,25.9,20,22.5,20.3,87.8,0.4,100,16.67,rain,,,,14.4,84.2,,67.9,5.8,181.9,15.7,8,,2021-01-08T06:44:16,2021-01-08T18:08:33,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-09,25,20,21.8,25,20,21.8,19.6,87.6,0.2,100,8.33,rain,,,,14.6,95.7,,67.7,5.6,209.8,18,8,,2021-01-09T06:44:32,2021-01-09T18:09:07,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-10,27,18.9,22.2,28.1,18.9,22.3,19,83.8,0,0,0,,,,,12.1,87.3,,60,6.7,172.6,14.8,6,,2021-01-10T06:44:47,2021-01-10T18:09:41,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-11,25.9,19,22.2,25.9,19,22.2,19,83.3,0,0,0,,,,,9.6,76.1,,85.7,6.1,147,12.6,6,,2021-01-11T06:45:02,2021-01-11T18:10:15,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-12,24,18,20.7,24,18,20.7,17.2,81.6,0.5,100,20.83,rain,,,,11.4,68.3,,76.2,5.8,128.6,11,5,,2021-01-12T06:45:15,2021-01-12T18:10:48,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-13,27,16.5,21.4,27.4,16.5,21.5,16.5,76,0.5,100,16.67,rain,,,,15,72.9,,48.6,6.6,209.8,18.1,8,,2021-01-13T06:45:27,2021-01-13T18:11:21,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-14,25.9,16,20.5,25.9,16,20.5,17.5,84,0.6,100,16.67,rain,,,,11.4,79.2,,45.1,6.1,220.1,19,8,,2021-01-14T06:45:38,2021-01-14T18:11:55,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-15,26.9,17.9,21.9,27.8,17.9,22,17.9,79.8,0,0,0,,,,,14.7,86.8,,43.9,5.6,228.5,19.8,9,,2021-01-15T06:45:48,2021-01-15T18:12:27,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-16,28,17,21.9,28.2,17,22,17.3,77.6,0,0,0,,,,,11.1,101.7,,47.3,5,254.7,22,9,,2021-01-16T06:45:58,2021-01-16T18:13:00,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-17,28.9,16.5,22.3,28.9,16.5,22.2,15.8,71.3,0,0,0,,,,,18,86.8,,36.8,5.7,254.6,22.1,9,,2021-01-17T06:46:06,2021-01-17T18:13:32,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-18,27.3,14,21,27.1,14,20.9,14.4,70.5,0,0,0,,,,,14.3,78.4,,12.6,6.6,260.4,22.4,9,,2021-01-18T06:46:13,2021-01-18T18:14:04,0.14,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-19,27.9,17,21.5,27.6,17,21.5,15.6,72.7,0,0,0,,,,,10.9,78.2,,30,5.9,260.2,22.4,9,,2021-01-19T06:46:18,2021-01-19T18:14:36,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-20,29,15,22.2,29.4,15,22.4,16.6,72.9,0,0,0,,,,,14.4,69.8,,29.3,5.3,261.4,22.7,9,,2021-01-20T06:46:23,2021-01-20T18:15:07,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-21,30,16,23.3,30.1,16,23.4,17.1,71.5,0,0,0,,,,,7.4,95.3,,33.1,5.9,241.3,20.7,9,,2021-01-21T06:46:27,2021-01-21T18:15:38,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43295099999"
bangalore,2021-01-22,29.9,19,23.9,29.3,19,23.9,18,73.4,0,0,0,,,,,8.2,83.1,,50.2,5.5,249.6,21.6,9,,2021-01-22T06:46:29,2021-01-22T18:16:08,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-23,28.9,18,22.7,28.3,18,22.6,16.1,70.8,0,0,0,,,,,12.8,83.6,,36.1,5.7,250.8,21.8,9,,2021-01-23T06:46:31,2021-01-23T18:16:38,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-24,28.9,16,21.9,27.7,16,21.8,14.1,66.4,0,0,0,,,,,11,72.8,,34.7,6.1,261.1,22.6,9,,2021-01-24T06:46:31,2021-01-24T18:17:08,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-25,28,14,21.2,27.4,14,21.1,14.1,68.6,0,0,0,,,,,11.3,90.5,,22.5,6.3,268.5,23.2,9,,2021-01-25T06:46:30,2021-01-25T18:17:37,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-26,29.3,15.8,21.5,28,15.8,21.2,11.8,61.7,0,0,0,,,,,11.3,80.4,,10.2,6.6,278.7,24.1,10,,2021-01-26T06:46:28,2021-01-26T18:18:05,0.47,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-27,28.9,15.9,21.5,28.5,15.9,21.3,11.9,60.5,0,0,0,,,,,11.2,73,,28.1,6,275,23.7,9,,2021-01-27T06:46:25,2021-01-27T18:18:33,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-28,27,14.9,20.9,26.8,14.9,20.9,13.8,67.7,0,0,0,,,,,14.5,89.6,,19.9,5.3,269.3,23.3,9,,2021-01-28T06:46:21,2021-01-28T18:19:01,0.5,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-29,28,17,22.3,28.2,17,22.3,16.2,71.9,0,0,0,,,,,14.8,91.7,,41.2,5.2,257.7,22.3,9,,2021-01-29T06:46:16,2021-01-29T18:19:27,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-30,29,17.5,22.9,28.2,17.5,22.8,14.9,64.1,0,0,0,,,,,13,80.3,,33.7,5.7,250.5,21.6,9,,2021-01-30T06:46:10,2021-01-30T18:19:54,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-01-31,29,16.9,22.4,28.1,16.9,22.3,14.8,66.8,0,0,0,,,,,16.3,78.6,,34.9,5.2,258.6,22.5,9,,2021-01-31T06:46:03,2021-01-31T18:20:20,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-01,29,16.5,22.3,28.1,16.5,22.1,13.6,62.9,0,0,0,,,,,14.8,67.8,,23.3,6,277.1,24.1,9,,2021-02-01T06:45:54,2021-02-01T18:20:45,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-02,27.9,15,21.5,27.3,15,21.5,13.9,65.7,0,0,0,,,,,12.1,81.6,,39.9,5.6,274.4,23.7,10,,2021-02-02T06:45:45,2021-02-02T18:21:10,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-03,27,17.9,21.7,27.4,17.9,21.8,15.2,68.7,0,0,0,,,,,14.7,84.1,,49.3,5.8,253.9,22.1,9,,2021-02-03T06:45:34,2021-02-03T18:21:34,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-04,28.9,15.5,21.7,27.7,15.5,21.6,12,58.3,0,0,0,,,,,14.5,82.2,,21.6,5.7,272.9,23.5,9,,2021-02-04T06:45:22,2021-02-04T18:21:57,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-05,29,13,21.4,27.8,13,21.2,11.6,59.2,0,0,0,,,,183.6,14.5,101.9,,16.3,5.8,276.5,23.9,9,,2021-02-05T06:45:10,2021-02-05T18:22:20,0.8,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-06,29,15,21.9,28.6,15,21.7,11.1,56,0,0,0,,,,,18,76.9,,11.9,6,279,24.1,10,,2021-02-06T06:44:56,2021-02-06T18:22:43,0.85,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-07,28.9,15,21.9,27.3,15,21.6,7.4,45.3,0,0,0,,,,,22.2,65.8,,8.3,6.6,292.9,25.4,10,,2021-02-07T06:44:41,2021-02-07T18:23:04,0.9,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-08,28.9,15,21.8,27.5,15,21.6,9.8,49.4,0,0,0,,,,,18.3,72.9,,7.5,6.6,289,24.8,10,,2021-02-08T06:44:26,2021-02-08T18:23:25,0.94,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-09,27,15,20.9,26.8,15,20.9,12.3,60.3,0,0,0,,,,,21.7,84.9,,8.6,6.5,290,24.7,10,,2021-02-09T06:44:09,2021-02-09T18:23:46,0.97,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-10,28.9,14.9,21.1,27.3,14.9,20.8,7.9,51.3,0,0,0,,,,,13,74.9,,31.6,6.1,302.9,26.1,10,,2021-02-10T06:43:51,2021-02-10T18:24:06,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-11,28.9,13,20.5,27.4,13,20.2,9.8,57.2,0,0,0,,,,,14.7,94.9,,43.6,6,294.5,25.4,10,,2021-02-11T06:43:32,2021-02-11T18:24:25,1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,remote,43302599999,43295099999"
bangalore,2021-02-12,29,12,21.2,27.3,12,20.8,6.9,49.9,0,0,0,,,,,13,85.4,,42.8,6.5,295.4,25.5,10,,2021-02-12T06:43:13,2021-02-12T18:24:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOBG,VOBL"
bangalore,2021-02-13,29.9,14.9,21.4,28.2,14.9,21.1,8.7,55,0,0,0,,,,,11.2,96.6,,38,5.9,290.7,25.1,10,,2021-02-13T06:42:52,2021-02-13T18:25:02,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-14,29.9,15,22.5,28.4,15,22.1,11.2,54.3,0,0,0,,,,,12.8,74.3,,9.8,6.5,292.2,25.2,10,,2021-02-14T06:42:31,2021-02-14T18:25:19,0.04,Clear,Clear conditions throughout the day.,clear-day,"43296099999,43272099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-15,30.9,17,23.7,29.3,17,23.3,11.5,52.3,0,0,0,,,,,11.2,93.7,,10.6,6.4,284,24.5,10,,2021-02-15T06:42:08,2021-02-15T18:25:36,0.07,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-16,31,17,23.6,31,17,23.3,12.5,55.6,0,0,0,,,,,11.2,74.2,,12.7,6.3,273.1,23.7,9,,2021-02-16T06:41:45,2021-02-16T18:25:53,0.1,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-17,30,17,23.5,28.7,17,23.2,11.8,52.3,0,0,0,,,,166.7,16.6,76.5,,18.9,6.8,271.7,23.5,9,,2021-02-17T06:41:21,2021-02-17T18:26:08,0.14,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-18,28.9,18,22.7,28.3,18,22.6,14.7,63.3,0,0,0,,,,,18.4,94.2,,37.6,6.3,258.7,22.3,9,,2021-02-18T06:40:56,2021-02-18T18:26:24,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-19,28,18.1,21.8,27.8,18.1,21.8,15.8,71.4,3.6,100,25,rain,,,,22.1,60.8,,63.2,5.6,260.1,22.4,9,,2021-02-19T06:40:30,2021-02-19T18:26:38,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-20,26.9,17,20.7,27.2,17,20.7,16.2,78.1,4,100,37.5,rain,,,42.5,18.4,61,,69.4,6.3,221.6,19,8,,2021-02-20T06:40:04,2021-02-20T18:26:52,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,VOBL,remote,43295099999"
bangalore,2021-02-21,25.9,18,20.9,25.9,18,20.9,18.2,85.2,7.3,100,58.33,rain,,,50,24.1,84.7,,70.6,5.9,172.4,14.9,6,,2021-02-21T06:39:37,2021-02-21T18:27:06,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43296099999,VOBG,VOBL,43295099999"
bangalore,2021-02-22,28,18,22.6,29.1,18,22.7,17.5,74.9,0.4,100,16.67,rain,,,,18.2,89.5,,58.8,6.7,258.8,22.4,10,,2021-02-22T06:39:09,2021-02-22T18:27:19,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-23,30.3,17.9,24.1,31.7,17.9,24.1,15.7,63.7,0,0,0,,,,,11.1,76,,32.9,6.4,292.7,25.3,10,,2021-02-23T06:38:40,2021-02-23T18:27:31,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-24,30.9,17.9,24,32,17.9,23.9,14.3,59.9,0,0,0,,,,,18,75.5,,15.1,6.1,294,25.4,10,,2021-02-24T06:38:10,2021-02-24T18:27:43,0.45,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-25,32,18,25,31.7,18,24.6,11.9,49.5,0,0,0,,,,,11.2,42.9,,9.4,6.5,288.4,24.9,10,,2021-02-25T06:37:40,2021-02-25T18:27:55,0.48,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-26,32.9,18.5,25.7,31.8,18.5,25.2,12.1,47.4,0,0,0,,,,,13.1,67.2,,9.3,6.6,294.2,25.4,10,,2021-02-26T06:37:09,2021-02-26T18:28:06,0.5,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-27,32.7,18.5,25.9,33.6,18.5,25.5,12.4,48.5,0,0,0,,,,,7.6,87.6,,17.5,6.4,292.9,25.4,10,,2021-02-27T06:36:38,2021-02-27T18:28:16,0.5,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-02-28,32.9,19.5,26,32.1,19.5,25.4,10.3,42,0,0,0,,,,,18.3,77.5,,14.2,6.6,296.4,25.6,10,,2021-02-28T06:36:06,2021-02-28T18:28:26,0.51,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-01,32,17,25.1,30,17,24.3,7.4,38.3,0,0,0,,,,,11.4,84.2,1016.7,8,6.5,301.3,26,10,,2021-03-01T06:35:33,2021-03-01T18:28:36,0.53,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-02,31.9,17.5,25.1,29.8,17.5,24.5,8.9,39.7,0,0,0,,,,,15,88.7,1017,21.9,6.6,301.3,25.9,10,,2021-03-02T06:34:59,2021-03-02T18:28:45,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-03,31.3,17.9,24.6,29.5,17.9,24,8.2,39.9,0,0,0,,,,,25.9,93.2,1015.9,13.2,6.8,305.6,26.3,10,,2021-03-03T06:34:26,2021-03-03T18:28:54,0.61,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-04,31.6,16,23.9,29.5,16,23.3,6.4,38,0,0,0,,,,,18.9,79.8,1015.8,3.7,7,315,27.3,10,,2021-03-04T06:33:51,2021-03-04T18:29:02,0.67,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-05,31.6,15.9,23.7,29.6,15.9,23.2,9.1,45.7,0,0,0,,,,,7.8,95.7,1016.7,8.5,7.2,323.1,27.9,10,,2021-03-05T06:33:16,2021-03-05T18:29:10,0.72,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-06,34.3,17.9,25.3,32.1,17.9,24.6,9.9,44.8,0,0,0,,,,,9.4,84.3,1016.7,5,7.1,317.1,27.3,10,,2021-03-06T06:32:41,2021-03-06T18:29:18,0.78,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-07,33.8,18.5,25.9,32,18.5,25.2,10.1,42.4,0,0,0,,,,,11.4,81.8,1015.9,1.7,7.1,315.2,27.2,10,,2021-03-07T06:32:05,2021-03-07T18:29:25,0.83,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-08,32,18.9,25.6,30,18.9,25,9.8,41.4,0,0,0,,,,,15.2,89.1,1016.3,1.7,7.4,321.8,27.9,10,,2021-03-08T06:31:29,2021-03-08T18:29:32,0.88,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-09,32.1,17.9,24.7,30.3,17.9,24.2,12.7,52.6,0,0,0,,,,,16.6,103.5,1016.6,28.6,6.2,320.6,27.7,10,,2021-03-09T06:30:52,2021-03-09T18:29:39,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-10,32.1,18.9,25.8,31,18.9,25.3,14.6,55.2,0,0,0,,,,,14.8,103.2,1016.5,34.2,6.6,311.8,27,10,,2021-03-10T06:30:15,2021-03-10T18:29:45,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-11,32,20.9,25.9,30.5,20.9,25.5,15.1,57,0.3,100,12.5,rain,,,,14.8,103.5,1016.5,33.4,6.9,307.9,26.6,10,,2021-03-11T06:29:38,2021-03-11T18:29:51,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-12,32.1,18.9,25.4,30.6,18.9,24.8,10.3,45.4,0.2,100,8.33,rain,,,,14.7,96.2,1017.4,30.1,6.8,280.3,24.4,10,,2021-03-12T06:29:00,2021-03-12T18:29:57,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-13,31.9,16.9,25,29.8,16.9,24.4,10,44.6,0,0,0,,,,,11.4,98.9,1016.9,13.4,7.2,323.1,28,10,,2021-03-13T06:28:22,2021-03-13T18:30:02,0,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-14,32.9,17.5,25.5,32.1,17.5,24.9,11.2,46.6,0,0,0,,,,,14.8,84.1,1015.7,5.8,6.6,314.4,27.3,10,,2021-03-14T06:27:44,2021-03-14T18:30:07,0.01,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-15,32.3,18,25.7,30.8,18,25.2,11,43.3,0,0,0,,,,,18.1,100.6,1015.2,13.9,6.8,311.1,26.8,10,,2021-03-15T06:27:05,2021-03-15T18:30:12,0.02,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-16,33,19,26.5,32.6,19,25.9,11.3,43.8,0,0,0,,,,,14.6,83,1015,16.5,6.8,315.1,27.2,10,,2021-03-16T06:26:26,2021-03-16T18:30:17,0.04,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-17,32.9,18.9,26.1,30.6,18.9,25.4,11.3,47.2,0,0,0,,,,,18.3,86.2,1014.3,19.2,6.9,296.3,25.6,10,,2021-03-17T06:25:47,2021-03-17T18:30:22,0.07,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-18,32.9,19,26,30.9,19,25.3,11.4,47.8,0,0,0,,,,,15.1,76.9,1014.7,14.9,6.5,254.4,22.1,9,,2021-03-18T06:25:08,2021-03-18T18:30:26,0.11,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
bangalore,2021-03-19,32.8,18,25.6,31.1,18,25,10.3,43.2,0,0,0,,,,,21.4,96.8,1014.3,9.4,7.1,219,19.1,8,,2021-03-19T06:24:29,2021-03-19T18:30:30,0.15,Clear,Clear conditions throughout the day.,clear-day,"43296099999,VOBG,42705699999,VOBL,43302599999,43295099999"
